time,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,Hour of Day,Output Power (from Jon)
1487991600,0,0,45.49,45.49,16.36,0.31,1020.48,1.47,3.12,99,0,0,10,19,1.480999947
1487995200,0,0,43.51,43.51,17.05,0.34,1021.11,2.24,3.66,93,0.03,0,10,20,0.356750011
1487998800,0,0,41.68,41.68,18.25,0.38,1021.34,0.89,2.88,96,0.03,0,10,21,0
1488002400,0,0,40.39,40.39,18.69,0.41,1020.99,0.47,2.3,174,0,0,10,22,0
1488006000,0,0,39.45,39.45,19.37,0.44,1020.91,0.36,2.04,125,0,0,10,23,0
1488009600,0,0,37.49,37.49,19.81,0.48,1020.7,0.68,2.44,358,0,0,10,0,0
1488013200,0,0,36.91,36.91,21.41,0.53,1020.51,0.62,2.45,336,0,0,10,1,0
1488016800,0,0,36.32,36.32,20.8,0.53,1019.95,0.88,3.63,343,0,0,10,2,0
1488020400,0,0,35.22,35.22,20.82,0.55,1019.63,0.58,2.42,350,0,0,10,3,0
1488024000,0,0,34.7,34.7,20.87,0.57,1019.26,0.4,2.5,331,0,0,10,4,0
1488027600,0,0,34.32,34.32,20.58,0.57,1019.43,0.67,3.01,359,0,0,10,5,0
1488031200,0,0,33.43,33.43,20.81,0.59,1019.37,0.73,2.58,337,0.03,0,10,6,0
1488034800,0,0,36.23,36.23,21.24,0.54,1019.51,0.65,3.42,25,0.04,0,10,7,0
1488038400,0,0,41.18,41.18,21.4,0.45,1020.27,0.58,2.11,336,0.03,1,10,8,0
1488042000,0,0,45.47,45.47,20.15,0.36,1020,0.42,3.87,24,0.03,2,10,9,0
1488045600,0,0,47.47,47.47,18.49,0.31,1020.11,1.92,5.14,67,0.06,4,10,10,8.743000031
1488049200,0,0,49.39,49.39,18.79,0.29,1019.18,2.67,6.68,86,0.53,4,10,11,18.18300056
1488052800,0,0,50.72,50.72,18.44,0.28,1018.58,2.22,6.37,76,0.67,4,10,12,18.45716667
1488056400,0,0,50.81,50.81,19.01,0.28,1016.92,2.14,5.64,71,0.53,4,10,13,17.8876667
1488060000,0,0,51.67,51.67,19.12,0.27,1016.41,1.09,5.39,64,0.35,3,10,14,17.07266617
1488063600,0,0,51.15,51.15,19.02,0.28,1016.02,1.09,5.6,49,0.35,2,10,15,17.23274994
1488067200,0,0,51.43,51.43,19.03,0.28,1015.29,1.3,3.01,19,0.24,1,10,16,17.64133263
1488070800,0,0,50.56,50.56,19.72,0.29,1015.18,0.8,3.15,352,0.44,0,10,17,18.32500076
1488074400,0,0,48.92,48.92,20.42,0.32,1014.95,0.47,1.56,291,0.1,0,10,18,18.06999969
1488078000,0,0,46.82,46.82,22.85,0.38,1014.6,0.32,0.88,271,0.1,0,10,19,3.742000103
1488081600,0,0,44.46,44.46,24.6,0.45,1014.35,0.45,1.18,53,0.03,0,10,20,0.439999998
1488085200,0,0,41.23,41.23,24.77,0.52,1014.62,0.46,2.17,343,0,0,10,21,0
1488088800,0,0,40.65,40.65,23.41,0.5,1014.08,1.24,2.58,345,0.06,0,10,22,0
1488092400,0,0,40.26,40.26,23.14,0.5,1013.99,1.42,4.21,328,0.03,0,10,23,0
1488096000,0,0,39.28,39.28,23.91,0.54,1014.01,1.58,3.78,342,0.08,0,10,0,0
1488099600,0,0,38.95,38.95,24.19,0.55,1013.82,2.43,4.07,336,0.06,0,10,1,0
1488103200,0,0,38.5,38.5,24.15,0.56,1013.6,2.04,4.29,336,0.17,0,10,2,0
1488106800,0,0,37.84,37.84,24.07,0.57,1013.36,1.2,3.16,335,0.1,0,10,3,0
1488110400,0,0,37.38,37.38,23.64,0.57,1012.98,1.54,3.98,304,0.76,0,10,4,0
1488114000,0,0,36.88,36.88,22.95,0.57,1013.14,1.68,4.1,308,0.49,0,10,5,0
1488117600,0,0,36.99,36.99,22.77,0.56,1013.62,1.63,4.71,313,0.22,0,10,6,0
1488121200,0,0,38.86,38.86,24,0.55,1012.71,1.54,4.07,301,0.19,0,10,7,0
1488124800,0,0,44.39,44.39,23.95,0.44,1015.5,1.59,4.41,313,0.06,1,10,8,0
1488128400,0,0,49.02,49.02,23.87,0.37,1014.69,0.63,4.47,91,0.06,2,10,9,0
1488132000,0,0,50.95,50.95,22.49,0.32,1014.76,0.7,4.9,113,0.06,4,10,10,5.438000202
1488135600,0,0,52.95,52.95,21.95,0.29,1014.29,1.32,6.12,120,0.03,5,10,11,6.873000145
1488139200,0,0,54.51,54.51,21.87,0.28,1012.89,1.29,6.49,124,0.03,6,10,12,12.81099987
1488142800,0,0,56.69,56.69,22.32,0.26,1011.69,3.07,6.93,153,0.03,5,10,13,10.66600037
1488146400,0,0,57.36,57.36,23.14,0.26,1010.68,3.27,10.91,157,0.03,4,10,14,13.29699993
1488150000,0,0,57.68,57.68,24.05,0.27,1009.66,5.44,11.88,161,0.03,2,10,15,11.34200001
1488153600,0,0,57.22,57.22,25.89,0.3,1009.1,5.06,12.82,162,0.33,1,10,16,5.521999836
1488157200,0,0,55.59,55.59,27.93,0.34,1008.83,7.05,12.56,186,0.13,0,10,17,4.15500021
1488160800,0,0,53.82,53.82,28.21,0.37,1008.86,6.36,9.57,182,0.03,0,10,18,3.444000006
1488164400,0,0,52.01,52.01,28.99,0.41,1009.06,6.6,10.5,194,0.03,0,10,19,1.9896667
1488168000,0,0,51.08,51.08,29.62,0.43,1009.1,7,8.71,194,0.11,0,10,20,0.278666675
1488171600,0,0,50.64,50.64,30.98,0.47,1008.93,5.55,8.93,177,0.11,0,10,21,0
1488175200,0,0,50.36,50.36,31.44,0.48,1008.39,5.82,11.42,176,0.51,0,10,22,0
1488178800,0,0,50.25,50.25,32.62,0.51,1008.17,6.52,10.19,180,0.26,0,10,23,0
1488182400,0,0,49.25,46.22,32.13,0.51,1007.74,7.14,8.62,184,0.16,0,10,0,0
1488186000,0,0,48.91,46.27,32.54,0.53,1007.36,6.19,9.32,179,0.39,0,10,1,0
1488189600,0,0,48.41,45.66,32.21,0.53,1006.95,6.24,14.21,178,0.32,0,10,2,0
1488193200,0,0,47.81,43.97,32.14,0.54,1006.44,8.31,12.81,176,0.1,0,10,3,0
1488196800,0,0,47.47,43.37,31.26,0.53,1006.4,8.75,12.27,183,0.1,0,10,4,0
1488200400,0,0,46.27,42.66,30.14,0.53,1006.51,7.06,14.63,169,0.1,0,10,5,0
1488204000,0,0,45.72,41.8,29.12,0.52,1006.25,7.47,11.41,162,0.1,0,10,6,0
1488207600,0,0,46.1,43.33,29.75,0.53,1007.31,5.48,13.87,163,0.1,0,10,7,0
1488211200,0,0,49.11,46.37,29.37,0.46,1007.94,6.45,15.62,174,0.1,1,10,8,0
1488214800,0,0,50.67,50.67,29.47,0.44,1008.54,7.6,14.22,174,0.1,2,10,9,0
1488218400,0,0,53.33,53.33,30.47,0.41,1008.59,7.83,16.77,176,0.16,4,10,10,2.708333254
1488222000,0,0,54.33,54.33,31.99,0.42,1008.98,10.75,16.79,178,0.43,4,10,11,5.938000202
1488225600,0,0,54.86,54.86,32.46,0.42,1008.61,10.54,18.29,180,0.75,4,10,12,19.65200043
1488229200,0,0,54.75,54.75,33.73,0.45,1007.89,10.38,16.22,191,0.75,4,10,13,18.43000031
1488232800,0,0,54.5,54.5,34.86,0.47,1008.28,9.86,17.06,187,0.92,3,10,14,17.24333382
1488236400,0,0,55.03,55.03,36.58,0.5,1007.7,8.05,17.63,174,0.14,2,10,15,17.95599937
1488240000,0,0,54.78,54.78,36.78,0.51,1007.33,6.98,13.61,182,0.32,1,10,16,17.72999954
1488243600,0,0,53.57,53.57,38.56,0.57,1006.68,5.48,13.86,172,0.89,0,10,17,18.18149948
1488247200,0,0,53.29,53.29,37.93,0.56,1007,6.84,12.74,172,0.43,0,10,18,18.42099953
1488250800,0,0,52.28,52.28,36.8,0.55,1006.66,5.08,11.37,184,0.35,0,10,19,10.88099957
1488254400,0,0,51.5,51.5,38.14,0.6,1006.86,1.95,7.17,153,0.35,0,10,20,0.424400002
1488258000,0,0,49.94,49.94,38.65,0.65,1006.72,1.67,6.13,200,0.35,0,10,21,0
1488261600,0,0,49.08,49.08,38.07,0.66,1006.82,0.75,5.39,245,0.14,0,10,22,0
1488265200,0,0,48.43,48.43,37.67,0.66,1006.91,0.79,5.18,221,0.19,0,10,23,0
1488268800,0,0,47.17,47.17,36.96,0.67,1007.72,1.46,5.37,218,0.48,0,10,0,0
1488272400,0,0,46.44,46.44,35.57,0.66,1007.88,1.64,6.3,277,0.75,0,10,1,0
1488276000,0,0,46.27,46.27,35.39,0.66,1008.46,1.92,5.85,290,0.82,0,10,2,0
1488279600,0,0,45.85,45.85,33.97,0.63,1008.53,2.95,7.02,301,0.75,0,10,3,0
1488283200,0,0,45.54,45.54,33.7,0.63,1009.17,2.67,7.51,331,0.46,0,10,4,0
1488286800,0,0,44.55,42.61,33.24,0.64,1010.47,3.96,8.12,316,0.37,0,10,5,0
1488290400,0,0,44.56,42.59,30.65,0.58,1011.2,3.99,7.31,324,0.32,0,10,6,0
1488294000,0,0,45.66,43.72,31.3,0.57,1013.71,4.16,8.11,329,0.75,0,10,7,0
1488297600,0,0,48.75,46.77,30.46,0.49,1014.68,4.97,8.74,340,0.75,1,10,8,0
1488301200,0,0,51.11,51.11,29.43,0.43,1015.3,3.89,9.32,343,0.31,2,10,9,0
1488304800,0,0,53.23,53.23,24.93,0.33,1016.4,5.45,11.92,344,0.13,4,10,10,3.755000114
1488308400,0,0,55.51,55.51,22.23,0.27,1016.58,5.48,14.39,349,0.06,5,10,11,2.88499999
1488312000,0,0,56.46,56.46,19.95,0.24,1016.69,6.08,12.99,357,0.06,6,10,12,19.82500076
1488315600,0,0,57.51,57.51,18.01,0.21,1016.3,3.97,11.67,343,0.06,5,10,13,19.11299896
1488319200,0,0,58.43,58.43,18.21,0.21,1016.36,4.4,15.3,342,0.03,4,10,14,17.97999954
1488322800,0,0,58.63,58.63,15.66,0.18,1016.61,4.68,12.75,351,0.03,2,10,15,17.79400063
1488326400,0,0,58.85,58.85,14.78,0.17,1017.26,5.22,11.03,326,0.03,1,10,16,18.11800003
1488330000,0,0,58.03,58.03,14.96,0.18,1018.06,3.05,9.42,325,0.03,0,10,17,18.96199989
1488333600,0,0,54.72,54.72,15.59,0.21,1019.07,2.08,4.91,3,0.03,0,10,18,18.50900078
1488337200,0,0,50.66,50.66,17.81,0.27,1020.59,0.86,4.59,352,0,0,10,19,11.2159996
1488340800,0,0,48.75,48.75,19.1,0.3,1021.65,0.86,3.5,69,0,0,10,20,0.476000011
1488344400,0,0,47.74,47.74,19.84,0.33,1022.74,1.13,4.51,324,0,0,10,21,0
1488348000,0,0,46.05,46.05,18.9,0.33,1023.6,1.7,5,300,0,0,10,22,0
1488351600,0,0,45.52,45.52,19.2,0.35,1024.25,2.16,5.63,336,0,0,10,23,0
1488355200,0,0,44.14,44.14,17.97,0.35,1025.3,1.76,4.59,340,0,0,10,0,0
1488358800,0,0,43.5,43.5,18.7,0.37,1025.55,1.86,4.53,331,0,0,10,1,0
1488362400,0,0,41.83,41.83,17.88,0.38,1026.05,2,6.08,328,0,0,10,2,0
1488366000,0,0,40.71,40.71,17.3,0.38,1026.59,2.8,4.98,327,0,0,10,3,0
1488369600,0,0,40.46,40.46,17.68,0.39,1026.61,2.45,5.43,320,0,0,10,4,0
1488373200,0,0,40.02,40.02,17.48,0.4,1027.43,1.64,6.06,310,0,0,10,5,0
1488376800,0,0,39.67,39.67,17.23,0.4,1028.17,2.21,6.32,301,0,0,10,6,0
1488380400,0,0,41.93,41.93,18.35,0.38,1029.26,2.96,6.26,315,0,0,10,7,0
1488384000,0,0,47.93,46.58,18.08,0.3,1029.86,3.86,8.77,340,0,1,10,8,0
1488387600,0,0,50.87,50.87,17.42,0.26,1030.12,4.82,8.37,336,0,3,10,9,0
1488391200,0,0,53.87,53.87,16.86,0.23,1030.44,3.95,9.01,6,0,4,10,10,8.930000305
1488394800,0,0,55.45,55.45,16.12,0.21,1030.12,4.81,8.67,14,0,5,10,11,18.44799995
1488398400,0,0,57.27,57.27,15.64,0.19,1029.36,3.05,8.39,1,0,6,10,12,19.44033432
1488402000,0,0,58.6,58.6,15.7,0.18,1028.35,3.45,9.07,22,0,5,10,13,18.79783249
1488405600,0,0,59.8,59.8,15.42,0.17,1027.26,2.54,8.46,25,0,4,10,14,17.8409996
1488409200,0,0,59.98,59.98,14.74,0.17,1026.98,3.52,8.14,20,0,2,10,15,17.69599915
1488412800,0,0,59.99,59.99,14.68,0.17,1026.8,2.9,5.16,15,0,1,10,16,18.00139999
1488416400,0,0,58.58,58.58,14.24,0.17,1026.75,2.36,5.36,42,0,0,10,17,18.67749977
1488420000,0,0,55.42,55.42,16.19,0.21,1027.14,1.88,3.56,22,0,0,10,18,18.68066788
1488423600,0,0,52.19,52.19,17.64,0.25,1027.56,0.62,2.3,334,0,0,10,19,11.39500046
1488427200,0,0,49.56,49.56,18.69,0.29,1027.74,1.55,3.42,335,0,0,10,20,0.493999988
1488430800,0,0,48.45,48.45,19.63,0.32,1028.2,1.71,3.31,320,0,0,10,21,0
1488434400,0,0,47.14,47.14,19.39,0.33,1028.35,1.91,4.3,347,0,0,10,22,0
1488438000,0,0,46.86,46.02,19.39,0.33,1028.59,3.1,5.47,353,0,0,10,23,0
1488441600,0,0,45.24,45.24,18.82,0.34,1028.58,1.96,5.21,359,0,0,10,0,0
1488445200,0,0,44.4,44.4,19.78,0.37,1028.52,2.39,5.28,338,0,0,10,1,0
1488448800,0,0,43.04,43.04,21.06,0.41,1028.5,2.72,4.17,334,0,0,10,2,0
1488452400,0,0,43.09,43.09,20.76,0.41,1028.45,2.14,5.24,344,0,0,10,3,0
1488456000,0,0,42.15,42.15,20.29,0.41,1028.46,2.94,6.06,352,0,0,10,4,0
1488459600,0,0,42.12,42.12,21,0.43,1029.19,2.71,6.19,329,0,0,10,5,0
1488463200,0,0,41.39,41.39,20.27,0.42,1029.55,2.43,4.29,355,0,0,10,6,0
1488466800,0,0,45.72,45.72,18.65,0.34,1029.95,2.96,5.38,353,0,0,10,7,0
1488470400,0,0,50.4,50.4,18.36,0.28,1031.24,2.41,6.13,347,0,1,10,8,0
1488474000,0,0,54.82,54.82,16.97,0.22,1031.07,3.8,7.4,5,0,3,10,9,0
1488477600,0,0,57.03,57.03,18.08,0.22,1030.06,1.69,6.98,3,0,4,10,10,9.25399971
1488481200,0,0,60.79,60.79,18.14,0.19,1029.38,4.7,8.33,11,0,6,10,11,18.3892498
1488484800,0,0,63.03,63.03,14.9,0.15,1028.03,3.03,7.11,11,0,6,10,12,19.19199944
1488488400,0,0,65.23,65.23,14.69,0.14,1026.92,2.32,8.95,23,0,5,10,13,18.41449928
1488492000,0,0,66.27,66.27,13.8,0.13,1025.81,2.61,7.36,19,0,4,10,14,17.55599976
1488495600,0,0,67.01,67.01,12.32,0.12,1024.87,3.34,6.43,27,0,2,10,15,17.67300034
1488499200,0,0,66.93,66.93,11.7,0.11,1024.09,2.79,5.75,26,0,1,10,16,18.04349899
1488502800,0,0,65.1,65.1,12.2,0.13,1023.57,2.62,6.11,20,0,0,10,17,18.33200073
1488506400,0,0,61.33,61.33,16.3,0.17,1023.68,1.79,3.52,0,0,0,10,18,18.38699913
1488510000,0,0,56.89,56.89,16.79,0.2,1023.28,1.24,4.97,326,0,0,10,19,11.31500053
1488513600,0,0,53.94,53.94,16.72,0.23,1024.78,1.89,4.79,311,0,0,10,20,0.627750039
1488517200,0,0,51.99,51.99,16.87,0.25,1024.1,1.84,4.53,334,0,0,10,21,0
1488520800,0,0,50.76,50.76,18.61,0.28,1024.07,1.96,5.06,319,0,0,10,22,0
1488524400,0,0,49.68,49.68,19.97,0.31,1023.73,1.61,4.65,319,0,0,10,23,0
1488528000,0,0,48.27,48.27,18.82,0.31,1023.66,1.63,4.74,309,0,0,10,0,0
1488531600,0,0,47.98,47.98,18.72,0.31,1023.63,1.44,3.72,311,0,0,10,1,0
1488535200,0,0,46.46,46.46,19.78,0.34,1022.86,2.16,4.85,298,0,0,10,2,0
1488538800,0,0,45,45,19.29,0.35,1022.2,2.14,4.51,322,0,0,10,3,0
1488542400,0,0,44.02,44.02,19.45,0.37,1022.17,2.12,4.91,291,0,0,10,4,0
1488546000,0,0,43.21,43.21,19,0.37,1022.52,2.69,4.77,307,0,0,10,5,0
1488549600,0,0,42.52,42.52,19.76,0.4,1022.5,1.61,4.87,326,0,0,10,6,0
1488553200,0,0,45.23,45.23,19.95,0.36,1021.28,2.27,5.62,296,0.19,0,10,7,0
1488556800,0,0,52.91,52.91,19.8,0.27,1021.62,2.02,5.02,329,0.19,1,10,8,0
1488560400,0,0,57.99,57.99,19.56,0.22,1023.25,1.26,3.99,354,0.06,3,10,9,0
1488564000,0,0,61.59,61.59,16.94,0.17,1022.84,1.42,6.42,42,0.06,4,10,10,1.427999973
1488567600,0,0,63.7,63.7,17.55,0.17,1021.56,1.69,6.46,68,0.03,6,10,11,11.80900002
1488571200,0,0,66.26,66.26,17.03,0.15,1019.93,2.41,7.17,81,0.03,6,10,12,14.28100014
1488574800,0,0,67.35,67.35,15.07,0.13,1018.18,1.85,6.88,86,0.03,5,10,13,18.21100044
1488578400,0,0,69.54,69.54,14.55,0.12,1016.73,2.63,7.78,132,0.03,4,10,14,17.91200066
1488582000,0,0,70.66,70.66,15.53,0.12,1016.02,1.61,6.25,122,0.03,2,10,15,16.7840004
1488585600,0,0,69.91,69.91,14.62,0.12,1015.36,1.88,5.95,133,0.03,1,10,16,15.06000042
1488589200,0,0,68.11,68.11,16.79,0.14,1015.03,1.84,2.92,162,0.06,0,10,17,10.8409996
1488592800,0,0,63.81,63.81,19.63,0.18,1015.1,0.63,1.3,176,0,0,10,18,6.526000023
1488596400,0,0,58.27,58.27,23.02,0.25,1015.57,0.7,2.24,234,0,0,10,19,2.749000072
1488600000,0,0,55.51,55.51,23.21,0.28,1015.39,1.31,3.25,252,0.1,0,10,20,0.480857164
1488603600,0,0,53.8,53.8,23.5,0.3,1015.49,0.67,1.97,237,0.1,0,10,21,0
1488607200,0,0,52.25,52.25,23.66,0.32,1015.29,0.79,2.09,237,0.1,0,10,22,0
1488610800,0,0,51.35,51.35,24.42,0.35,1014.95,0.31,2.59,229,0.14,0,10,23,0
1488614400,0,0,51.15,51.15,23.84,0.34,1014.52,1.11,3,160,0.14,0,10,0,0
1488618000,0,0,51.42,51.42,24.61,0.35,1014.16,0.79,3.77,170,0.14,0,10,1,0
1488621600,0,0,50.79,50.79,24.12,0.35,1013.48,0.43,2.39,177,0.14,0,10,2,0
1488625200,0,0,50.67,50.67,26.13,0.38,1013.32,1.13,4.02,190,0.14,0,10,3,0
1488628800,0,0,51.16,51.16,24.48,0.35,1013,1.75,6.39,147,0.14,0,10,4,0
1488632400,0,0,50.28,50.28,24.34,0.36,1013.12,1.25,5.31,137,0.14,0,10,5,0
1488636000,0,0,50.59,50.59,25.37,0.37,1013.45,2.03,5.02,110,0.14,0,10,6,0
1488639600,0,0,51.49,51.49,26.69,0.38,1014.75,1.76,5.23,118,0.24,0,10,7,0
1488643200,0,0,54.89,54.89,27.95,0.35,1014.63,2.1,6.92,93,0.1,1,10,8,0
1488646800,0,0,60.16,60.16,27.37,0.29,1014.78,2.48,8.35,141,0.1,3,10,9,0
1488650400,0,0,64.8,64.8,26.01,0.23,1014.47,4.82,11.09,139,0.1,4,10,10,1.670666695
1488654000,0,0,67.97,67.97,25.34,0.2,1012.8,4.9,15,147,0.75,4,10,11,9.829999924
1488657600,0,0,70.72,70.72,24.03,0.17,1012.53,5.56,15.37,152,0.1,6,10,12,8.25399971
1488661200,0,0,71.59,71.59,19.04,0.14,1011.13,8.24,18.38,164,0.1,5,10,13,20.56699944
1488664800,0,0,74.07,74.07,16.21,0.11,1009.94,9.4,16.09,179,0.1,4,10,14,19.22500038
1488668400,0,0,73.57,73.57,13.42,0.1,1009.45,10.78,18.16,192,0.21,2,10,15,18.13750076
1488672000,0,0,72.35,72.35,14.6,0.11,1009.26,11.41,20.96,179,0.14,1,10,16,18.76799965
1488675600,0,0,68.62,68.62,18.69,0.15,1009.1,11.85,20.9,181,0.14,0,10,17,4.019000053
1488679200,0,0,65.96,65.96,24.07,0.2,1009.62,9.92,16.91,166,0.14,0,10,18,1.847000003
1488682800,0,0,63.35,63.35,25.99,0.24,1009.86,9.34,15.49,160,0.14,0,10,19,0.749000013
1488686400,0,0,62.15,62.15,26.95,0.26,1009.68,7.3,13.31,168,0.14,0,10,20,0.893333316
1488690000,0,0,61.57,61.57,27.63,0.27,1009.79,7.84,15.77,163,0.14,0,10,21,0
1488693600,0,0,60.45,60.45,25.69,0.26,1010.09,8.11,14.62,164,0.57,0,10,22,0
1488697200,0,0,60.43,60.43,26.32,0.27,1009.96,8.06,14.06,158,0.14,0,10,23,0
1488700800,0,0,59.3,59.3,25.22,0.27,1009.51,6.81,11.98,183,0.14,0,10,0,0
1488704400,0,0,59.56,59.56,25.34,0.27,1009.25,6.92,12.12,154,0.24,0,10,1,0
1488708000,0,0,58.27,58.27,25.64,0.28,1008.46,5.1,12.54,165,0.14,0,10,2,0
1488711600,0,0,57.07,57.07,26.18,0.3,1007.32,7.05,10.95,176,0.71,0,10,3,0
1488715200,0,0,57.39,57.39,26.29,0.3,1007.09,6.7,13.67,175,0.24,0,10,4,0
1488718800,0,0,56.78,56.78,26.19,0.31,1007.16,8.18,13.87,173,0.57,0,10,5,0
1488722400,0,0,55.83,55.83,24.03,0.29,1006.95,6.93,14.64,171,0.57,0,10,6,0
1488726000,0,0,55.94,55.94,22.05,0.27,1007.25,6.39,13.57,165,0.57,0,10,7,0
1488729600,0,0,57.06,57.06,20.04,0.23,1007.36,9.03,17.13,161,0.1,1,10,8,0
1488733200,0,0,59.75,59.75,18.52,0.2,1007.28,11.38,18.87,184,0.1,3,10,9,0
1488736800,0,0,62.06,62.06,16.1,0.17,1006.86,12.11,19.15,190,0.1,4,10,10,9.706999779
1488740400,0,0,64.49,64.49,13.65,0.14,1006.02,13.28,23.36,193,0.06,6,10,11,17.46055412
1488744000,0,0,65.68,65.68,12.19,0.12,1005.05,13.68,26.51,201,0.06,6,10,12,17.78209877
1488747600,0,0,66.13,66.13,15.26,0.14,1004.05,16.62,28.33,209,0.03,5,10,13,17.06516647
1488751200,0,0,64.98,64.98,21.16,0.19,1003.06,15.06,28.74,214,0.06,4,9.86,14,16.22966576
1488754800,0,0,63.45,63.45,24.82,0.23,1002.73,16.85,29.53,216,0.22,2,9.42,15,17.68500137
1488758400,0,0,61.39,61.39,27.47,0.27,1002.25,17.75,30.77,213,0.28,1,9.02,16,18.15649986
1488762000,0,0,58.61,58.61,28.87,0.32,1003.58,17.93,30.81,223,0.57,0,9.86,17,18.86800003
1488765600,0,0,56.18,56.18,27.9,0.34,1005.03,15.09,24.53,218,0.41,0,10,18,18.69533348
1488769200,0,0,53.77,53.77,23.36,0.3,1006.43,14.96,26.48,226,0.53,0,10,19,11.80800056
1488772800,0,0,52.12,52.12,19.14,0.27,1007.17,11.37,22.59,231,0.36,0,10,20,0.673999965
1488776400,0,0,49.98,45.74,17.07,0.27,1008.85,10.85,19.22,240,0.03,0,10,21,0
1488780000,0,0,47.68,43.18,17.74,0.3,1010.77,9.94,18.97,243,0,0,10,22,0
1488783600,0,0,46.18,42.49,18.31,0.32,1011.6,7.19,11.02,257,0.03,0,10,23,0
1488787200,0,0,45.44,43.15,15.44,0.29,1012.55,4.58,12.35,297,0.03,0,10,0,0
1488790800,0,0,44.05,42.15,13.05,0.28,1013.89,3.82,8.74,305,0.03,0,10,1,0
1488794400,0,0,42.73,40.3,11.09,0.27,1014.78,4.2,7.51,294,0.03,0,10,2,0
1488798000,0,0,40.12,36.99,7.01,0.25,1015.77,4.53,8.07,310,0.03,0,10,3,0
1488801600,0,0,39.23,39.23,7.62,0.26,1016.97,2.88,6.93,293,0,0,10,4,0
1488805200,0,0,37.75,35.17,5.96,0.26,1018.77,3.56,7.18,310,0,0,10,5,0
1488808800,0,0,36.5,33.23,6.52,0.28,1019.52,4.04,6.27,315,0,0,10,6,0
1488812400,0,0,39.38,39.38,8.29,0.27,1020.98,2.84,5.68,320,0,0,10,7,0
1488816000,0,0,44.08,44.08,8.26,0.23,1021.94,2.41,7.31,325,0.03,1,10,8,0
1488819600,0,0,47.48,45.67,5.47,0.17,1022.25,4.4,8.27,345,0.03,3,10,9,0
1488823200,0,0,48.85,48.85,4.14,0.16,1022.91,2.74,6.32,62,0.03,5,10,10,10.27000046
1488826800,0,0,51.53,51.53,4.44,0.14,1022.92,0.92,7.17,112,0.03,6,10,11,17.93099976
1488830400,0,0,52.65,52.65,2.67,0.13,1022.18,1.36,6.83,137,0.03,6,10,12,19.22699928
1488834000,0,0,54.28,54.28,2.61,0.12,1021.11,1.9,8.08,156,0.03,6,10,13,18.15399933
1488837600,0,0,54.82,54.82,2.31,0.12,1020.2,1.39,7.99,123,0,4,10,14,17.48900032
1488841200,0,0,55.46,55.46,2.66,0.11,1019.92,1.59,7.06,149,0,2,10,15,17.42900085
1488844800,0,0,55.07,55.07,1.93,0.11,1019.57,2.51,7.48,107,0,1,10,16,17.39380074
1488848400,0,0,53.45,53.45,3.63,0.13,1019.61,2.6,6.29,102,0,0,10,17,18.05266571
1488852000,0,0,51.54,51.54,4.88,0.15,1020.05,1.79,5.16,82,0,0,10,18,17.45100021
1488855600,0,0,48.55,48.55,6.44,0.18,1020.63,0.88,2.57,91,0,0,10,19,8.348999977
1488859200,0,0,46.41,46.41,7.69,0.2,1021.56,0.75,2.6,318,0,0,10,20,1.207000017
1488862800,0,0,44.26,44.26,9.88,0.24,1022.48,1.68,2.2,342,0,0,10,21,0
1488866400,0,0,42.29,42.29,11.97,0.29,1022.9,0.79,2.92,275,0,0,10,22,0
1488870000,0,0,41.36,41.36,11.56,0.29,1024,1.35,4.11,323,0,0,10,23,0
1488873600,0,0,41.02,41.02,12.41,0.31,1023.72,1.35,4.52,327,0,0,10,0,0
1488877200,0,0,39.79,39.79,13.28,0.33,1024.35,0.67,2.44,316,0,0,10,1,0
1488880800,0,0,39.64,39.64,13.42,0.34,1024.69,1.12,3.58,284,0,0,10,2,0
1488884400,0,0,39.02,39.02,14.67,0.36,1024.83,1.34,2.89,312,0,0,10,3,0
1488888000,0,0,38.21,38.21,15.78,0.4,1025.19,1.88,3.74,326,0,0,10,4,0
1488891600,0,0,37.06,37.06,15.63,0.41,1025.57,1.43,4.25,311,0,0,10,5,0
1488895200,0,0,37.33,37.33,15.72,0.41,1026.26,1.6,3.08,326,0,0,10,6,0
1488898800,0,0,42.16,42.16,15.17,0.33,1027.24,1.85,4.14,326,0,0,10,7,0
1488902400,0,0,48.81,48.81,15.21,0.26,1027.95,1.81,4.68,343,0.06,1,10,8,0
1488906000,0,0,52.96,52.96,13.92,0.21,1027.13,0.67,4.31,334,0.03,3,10,9,0
1488909600,0,0,55.61,55.61,11.32,0.17,1026.95,0.7,5.24,72,0.03,5,10,10,10.2840004
1488913200,0,0,58.39,58.39,11.62,0.15,1026.2,1.05,6.55,10,0,6,10,11,18.27899933
1488916800,0,0,60.76,60.76,10.18,0.13,1025.74,1.28,6.78,110,0.03,6,10,12,18.4015007
1488920400,0,0,62.78,62.78,11.38,0.13,1024.31,1.86,6.49,92,0.03,6,10,13,17.76199913
1488924000,0,0,64.16,64.16,12.48,0.13,1023.51,2.03,6.41,152,0.03,4,10,14,17.30999947
1488927600,0,0,64.63,64.63,12.41,0.13,1022.86,1.52,5.6,111,0.03,2,10,15,16.51600075
1488931200,0,0,64.37,64.37,13.89,0.14,1022.53,0.96,5.81,82,0.1,1,10,16,16.95199966
