time,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,Hour of Day,Output Power (from Jon)
1498957200,0,0,105.33,105.33,25.61,0.06,1002.87,9.43,17.95,158,0.03,1,10,17,17.09799957
1498960800,0,0,103.42,103.42,24.68,0.06,1003.11,10.12,15.02,156,0.03,0,10,18,18.8635006
1498964400,0,0,100.02,100.02,25.45,0.07,1003.68,9.73,12.52,162,0.06,0,10,19,18.70000076
1498968000,0,0,96.7,96.7,21.88,0.07,1004.4,8.24,9.93,166,0.06,0,10,20,17.47100067
1498971600,0,0,95.19,95.19,20.73,0.07,1005.38,6.32,9.07,182,0.06,0,10,21,11.94299984
1498975200,0,0,92.37,92.37,20.94,0.07,1005.72,3.92,7.41,187,0,0,10,22,2.443000078
1498978800,0,0,89.34,89.34,22.09,0.09,1005.95,1.97,5.93,169,0,0,10,23,0
1498982400,0,0,86.61,86.61,23.05,0.1,1006.08,3.45,5.81,176,0,0,10,0,0
1498986000,0,0,84.75,84.75,22.82,0.1,1006.34,2.18,5.17,167,0,0,10,1,0
1498989600,0,0,82.56,82.56,25.82,0.13,1006.6,2.68,5.42,166,0,0,10,2,0
1498993200,0,0,81.89,81.89,27.6,0.14,1007.41,2,5.84,147,0,0,10,3,0
1498996800,0,0,80.44,80.44,28.96,0.15,1008.13,2.77,5.56,136,0.03,0,10,4,0
1499000400,0,0,81.27,81.27,30.4,0.16,1009.09,2.69,6.59,116,0.03,0,10,5,0
1499004000,0,0,83.9,83.9,32.92,0.16,1010.14,1.52,5.61,121,0,1,10,6,0
1499007600,0,0,87.99,87.99,33.15,0.14,1010.84,3.14,8.1,127,0,2,10,7,0
1499011200,0,0,91.55,91.55,32.95,0.13,1011.17,3.47,8.63,115,0,4,10,8,0
1499014800,0,0,93.9,93.9,34.44,0.12,1011.21,3.9,10.79,136,0,7,10,9,2.758500099
1499018400,0,0,96.18,96.18,34.47,0.12,1011.1,6.23,12.71,148,0,9,10,10,0
1499022000,0,0,98.7,98.7,33.85,0.1,1010.81,7.4,14.83,151,0,11,10,11,17.64500046
1499025600,0,0,100.46,100.46,32.61,0.09,1010.47,7.94,16.09,152,0,11,10,12,18.77199936
1499029200,0,0,101.38,101.38,29.18,0.08,1009.84,8.56,14.24,151,0,10,10,13,19.11149979
1499032800,0,0,102.38,102.38,27.41,0.07,1009.41,8.58,15.66,153,0,8,10,14,19.0529995
1499036400,0,0,102.7,102.7,24.07,0.06,1008.89,7.88,15.36,155,0,5,10,15,18.91799927
1499040000,0,0,102.36,102.36,22.15,0.06,1008.24,7.68,14.65,162,0,3,10,16,18.56649971
1499043600,0,0,101.83,101.83,18.29,0.05,1007.97,8.5,14.55,159,0,1,10,17,18.34499931
1499047200,0,0,99.94,99.94,18.02,0.05,1008.05,8.03,15.64,165,0,0,10,18,18.6079998
1499050800,0,0,97.34,97.34,17.37,0.06,1008.35,6.35,9.95,167,0,0,10,19,18.08600044
1499054400,0,0,94.15,94.15,19.89,0.07,1009.96,4.98,6.62,175,0,0,10,20,16.89299965
1499058000,0,0,91.96,91.96,19.84,0.07,1009.58,3.9,6.38,168,0,0,10,21,11.23500061
1499061600,0,0,89.41,89.41,16.54,0.07,1009.38,3.57,6.35,175,0,0,10,22,2.354000092
1499065200,0,0,86.77,86.77,18.96,0.08,1010.31,3.81,5.52,178,0,0,10,23,0
1499068800,0,0,83.95,83.95,21.06,0.1,1009.95,0.98,6.24,164,0,0,10,0,0
1499072400,0,0,83.31,83.31,20.64,0.1,1010.57,0.56,5.6,129,0,0,10,1,0
1499076000,0,0,81.16,81.16,23.65,0.12,1010.87,0.69,6.35,109,0,0,10,2,0
1499079600,0,0,78.64,78.64,25.83,0.14,1011.21,1.45,5.02,96,0,0,10,3,0
1499083200,0,0,76.97,76.97,27.04,0.16,1011.73,0.84,5.32,70,0,0,10,4,0
1499086800,0,0,78.33,78.33,29.65,0.17,1012.45,0.97,4.35,72,0,0,10,5,0
1499090400,0,0,82.41,82.41,30,0.15,1013.42,1,4.24,117,0,1,10,6,0
1499094000,0,0,87.12,87.12,32.03,0.14,1014.04,2.08,7.61,131,0,2,10,7,0
1499097600,0,0,90.96,90.96,30.01,0.11,1015.11,2.79,8.24,152,0,4,10,8,0
1499101200,0,0,94.64,94.64,33.77,0.12,1013.98,4.34,10.24,148,0,7,10,9,3.382999897
1499104800,0,0,97.29,97.29,33.65,0.11,1013.62,5.57,11.03,158,0,9,10,10,14.17399979
1499108400,0,0,99.55,99.55,32.39,0.1,1013.1,3.91,13.38,141,0,11,10,11,17.79349899
1499112000,0,0,101.44,101.44,30.41,0.08,1012.61,4.84,10.86,162,0,11,10,12,18.55416679
1499115600,0,0,101.87,101.87,30.57,0.08,1011.75,4.52,12.3,151,0,10,10,13,18.73259926
1499119200,0,0,103.54,103.54,27.54,0.07,1011.75,3.58,11.29,169,0,8,10,14,18.64100075
1499122800,0,0,103.96,103.96,25.77,0.06,1010.02,4.48,11.16,166,0,5,10,15,18.59149933
1499126400,0,0,103.55,103.55,20.77,0.05,1009.21,5.25,12.38,195,0,3,10,16,18.80900002
1499130000,0,0,102.25,102.25,19.18,0.05,1008.8,4.93,11.67,175,0,1,10,17,18.46500015
1499133600,0,0,100.62,100.62,13.68,0.04,1008.81,4.84,10.91,185,0,0,10,18,18.70975113
1499137200,0,0,98.08,98.08,14.56,0.05,1008.98,3.99,7.57,185,0,0,10,19,18.17233276
1499140800,0,0,93.42,93.42,16.95,0.06,1009.07,2.07,4.26,190,0,0,10,20,16.73139954
1499144400,0,0,91.34,91.34,16.31,0.06,1009.64,1.4,4.43,170,0,0,10,21,11.35199928
1499148000,0,0,90.41,90.41,14.63,0.06,1009.72,0.96,4.73,209,0,0,10,22,2.312000036
1499151600,0,0,85.78,85.78,16.46,0.08,1009.98,1.44,5.66,197,0,0,10,23,0
1499155200,0,0,83.89,83.89,15.99,0.08,1009.97,1.02,5.33,179,0,0,10,0,0
1499158800,0,0,81.8,81.8,15.71,0.08,1010.32,0.21,5.76,137,0,0,10,1,0
1499162400,0,0,79.51,79.51,17.82,0.1,1011,0.39,5.91,54,0,0,10,2,0
1499166000,0,0,77.53,77.53,19.54,0.11,1011.3,1.27,4.41,346,0,0,10,3,0
1499169600,0,0,75.77,75.77,20.02,0.12,1011.14,0.95,5.4,357,0,0,10,4,0
1499173200,0,0,75.27,75.27,23.02,0.14,1012.4,0.56,4.26,330,0,0,10,5,0
1499176800,0,0,82.41,82.41,26.21,0.13,1012.96,1.43,3.21,338,0,1,10,6,0
1499180400,0,0,86.89,86.89,24.37,0.1,1013.57,0.91,3.18,25,0,2,10,7,0
1499184000,0,0,91.36,91.36,20.41,0.08,1013.94,0.64,4.36,48,0,4,10,8,0
1499187600,0,0,94.96,94.96,20.87,0.07,1012.97,0.92,7.33,58,0,7,10,9,3.122999907
1499191200,0,0,98.3,98.3,20.61,0.06,1011.79,2.28,8.74,100,0,9,10,10,13.14649963
1499194800,0,0,100.57,100.57,20.48,0.06,1012.02,2.87,6.86,168,0,11,10,11,16.97649956
1499198400,0,0,102.5,102.5,20.56,0.05,1011.34,2.27,7.11,119,0,11,10,12,17.86111069
1499202000,0,0,104.67,104.67,18.29,0.05,1010.57,3.22,7.96,125,0,10,10,13,17.85700035
1499205600,0,0,105.79,105.79,16.77,0.04,1009.71,1.1,9.21,182,0,8,10,14,16.63699913
1499209200,0,0,106.32,106.32,15.96,0.04,1008.71,3.55,6.67,160,0,5,10,15,16.93199921
1499212800,0,0,106.68,106.68,15.77,0.04,1007.92,0.58,8.58,101,0,3,10,16,7.808000088
1499216400,0,0,105.44,105.44,15.15,0.04,1007.41,2.06,7.21,158,0,1,10,17,7.96600008
1499220000,0,0,104.18,104.18,16.88,0.04,1007.17,3.16,6.42,185,0,0,10,18,18.28000069
1499223600,0,0,100.43,100.43,14.34,0.04,1007.44,2.7,3.74,221,0,0,10,19,18.92200089
1499227200,0,0,95.59,95.59,13.47,0.05,1007.97,1.09,4.2,169,0,0,10,20,11.53999996
1499230800,0,0,92.43,92.43,18.35,0.07,1008.29,0.61,3.8,190,0,0,8.83,21,11.27999973
1499234400,0,0,90.25,90.25,20.81,0.08,1009.43,0.89,4.92,336,0,0,7.27,22,0.56099999
1499238000,0,0,87.69,87.69,22.48,0.09,1009.73,0.77,5.92,277,0,0,10,23,0
1499241600,0,0,85.74,85.74,22.82,0.1,1008.83,1.11,4.7,263,0,0,10,0,0
1499245200,0,0,84.5,84.5,23.13,0.11,1008.86,1.35,6.7,341,0,0,10,1,0
1499248800,0,0,81.23,81.23,24.46,0.12,1009.29,2.06,6.11,342,0,0,9.12,2,0
1499252400,0,0,80.51,80.51,24.18,0.12,1009.27,1.25,4.83,32,0,0,10,3,0
1499256000,0,0,79.09,79.09,24.77,0.13,1009.84,2,3.69,349,0,0,10,4,0
1499259600,0,0,78.9,78.9,26.12,0.14,1011.3,2.43,4.28,352,0,0,10,5,0
1499263200,0,0,84.63,84.63,26.19,0.12,1010.9,1.59,4.36,359,0,1,10,6,0
1499266800,0,0,90.12,90.12,28.27,0.11,1012.62,1.77,3.92,357,0,2,10,7,0
1499270400,0,0,96.54,96.54,27.93,0.09,1012.26,0.58,5.71,65,0.03,4,10,8,0
1499274000,0,0,99.64,99.64,29.3,0.08,1012.28,1.35,6.48,147,0.03,7,10,9,2.615999937
1499277600,0,0,103.21,103.21,31.01,0.08,1011.92,2.68,6.02,118,0.03,9,10,10,12.51399994
1499281200,0,0,104.87,104.87,31.66,0.08,1011.52,2.63,8.8,134,0.06,10,10,11,15.85599995
1499284800,0,0,107.61,107.61,31.25,0.07,1010.81,3.75,11.55,166,0.49,8,10,12,17.80999947
1499288400,0,0,109.04,109.04,29.5,0.06,1010.19,2.21,11.8,170,0.17,9,10,13,17.87190819
1499292000,0,0,109.56,109.56,30.57,0.07,1009.51,3.71,9.13,169,0.03,8,10,14,17.75699997
1499295600,0,0,109.36,109.36,30.32,0.07,1008.99,2.95,13.51,176,0.06,5,10,15,17.81399918
1499299200,0,0,109,109,30.29,0.07,1008.66,4.57,10.64,216,0.06,3,10,16,17.91799927
1499302800,0,0,107.51,107.51,30.78,0.07,1008.37,2.76,12.68,209,0.06,1,10,17,17.85199928
1499306400,0,0,105.93,105.93,30.23,0.07,1008.65,5.89,13.36,231,0.1,0,10,18,17.95800018
1499310000,0,0,103.44,103.44,31.46,0.08,1008.97,5.05,11.07,237,0.1,0,10,19,17.39999962
1499313600,0,0,99.26,99.26,35.23,0.11,1009.47,3.38,6.89,220,0.1,0,10,20,16.3030014
1499317200,0,0,97.45,97.45,35.62,0.12,1010.04,1.86,7.31,252,0.21,0,10,21,10.82625008
1499320800,0,0,96.17,96.17,35.46,0.12,1010.48,1.88,6.77,188,0.06,0,10,22,0.700000048
1499324400,0,0,93.29,93.29,35.73,0.13,1010.5,1.47,5.34,187,0.17,0,10,23,0
1499328000,0,0,91.21,91.21,35.74,0.14,1010.46,0.44,4.36,260,0.03,0,10,0,0
1499331600,0,0,88.72,88.72,36.48,0.16,1010.53,0.58,3.8,188,0.06,0,10,1,0
1499335200,0,0,86.84,86.84,36.61,0.17,1010.71,0.58,3.3,7,0.03,0,10,2,0
1499338800,0,0,85.64,85.64,37.56,0.18,1010.85,0.65,4.04,25,0.03,0,10,3,0
1499342400,0,0,83.78,83.78,38.28,0.2,1012.03,0.94,4.61,348,0.24,0,10,4,0
1499346000,0,0,82.47,82.47,38,0.21,1012.97,1.64,4.62,333,0.14,0,10,5,0
1499349600,0,0,86.54,86.54,39.7,0.19,1012.89,0.67,3.58,3,0.06,1,10,6,0
1499353200,0,0,92.17,92.17,39.74,0.16,1013.45,0.23,2.87,106,0.06,2,10,7,0
1499356800,0,0,98.65,98.65,40.06,0.13,1014.45,0.86,3.86,143,0.14,4,10,8,0
1499360400,0,0,101.77,101.77,36.82,0.11,1014.29,1.02,5.77,88,0.06,7,10,9,2.267999887
1499364000,0,0,104.16,104.16,37.21,0.1,1013.1,1.42,5.76,110,0.03,9,10,10,12.25466633
1499367600,0,0,106.75,106.75,36.11,0.09,1012.69,2.07,7.15,122,0.03,11,10,11,15.99199963
1499371200,0,0,108.61,108.61,35.94,0.08,1011.73,3.38,8.11,130,0.03,11,10,12,17.45975113
1499374800,0,0,111.24,111.24,34.73,0.08,1011.75,2.8,7.77,159,0.06,10,10,13,17.64819908
1499378400,0,0,111.3,111.3,33.39,0.07,1010.07,1.43,9.38,120,0.03,8,10,14,17.65366745
1499382000,0,0,111.51,111.51,33.17,0.07,1009.43,1.05,8.52,147,0.03,5,10,15,14.65699959
1499385600,0,0,110.95,110.95,32.13,0.07,1008.77,1.33,8.52,182,0.03,3,10,16,17.66499901
1499389200,0,0,109.55,109.55,32.78,0.07,1008.22,2.7,6.83,197,0.03,1,10,17,17.72650146
1499392800,0,0,107.31,107.31,33.88,0.08,1008.31,3.49,8.03,270,0.13,0,10,18,17.34199905
1499396400,0,0,103.78,103.78,36,0.1,1008.84,2.99,8.67,301,0.03,0,10,19,16.7927494
1499400000,0,0,101.1,101.1,37.14,0.11,1010.26,3.22,7.59,301,0.13,0,10,20,16.16349983
1499403600,0,0,99.75,99.75,37.37,0.12,1009.64,1.95,6.67,328,0.03,0,10,21,10.8760004
1499407200,0,0,96.91,96.91,37.17,0.13,1009.63,1.62,5.56,288,0.06,0,10,22,1.412999988
1499410800,0,0,94.78,94.78,38.15,0.14,1009.47,0.96,6.3,312,0.06,0,10,23,0
1499414400,0,0,93.79,93.79,37.72,0.14,1009.27,1.52,6.47,274,0.53,0,10,0,0
1499418000,0,0,92.02,92.02,37.47,0.15,1009.02,1.24,6.98,343,0.1,0,10,1,0
1499421600,0,0,90.57,90.57,37.01,0.15,1009.33,1.64,6.62,306,0.06,0,10,2,0
1499425200,0,0,88.94,88.94,38.3,0.17,1009.05,0.59,5.31,331,0.5,0,10,3,0
1499428800,0,0,88.76,88.76,39.29,0.18,1010.59,1.65,4.33,327,0.24,0,10,4,0
1499432400,0,0,87.23,87.23,38.5,0.18,1009.87,1.44,5.55,351,0.08,0,10,5,0
1499436000,0,0,92.83,92.83,38.55,0.15,1011.89,1.32,7.73,327,0.14,1,10,6,0
1499439600,0,0,98.24,98.24,40.35,0.14,1012.46,1.31,5.73,6,0.24,2,10,7,0
1499443200,0,0,101.4,101.4,38.78,0.12,1012.22,1.32,4.6,353,0.1,4,10,8,0
1499446800,0,0,105.73,105.73,37.22,0.1,1011.27,1.94,6.3,64,0.06,7,10,9,2.338999987
1499450400,0,0,107.5,107.5,35.2,0.09,1010.67,0.19,4.24,93,0.06,9,10,10,9.937000275
1499454000,0,0,110.34,110.34,34.54,0.08,1010.33,1.06,6.75,112,0.06,10,10,11,13.87100029
1499457600,0,0,111.88,111.88,32.63,0.07,1010.56,0.76,5.84,119,0.14,10,10,12,18.05699921
1499461200,0,0,113.15,113.15,32.39,0.06,1008.65,0.95,7,170,0.06,10,10,13,14.64999962
1499464800,0,0,114.05,114.05,30.43,0.06,1006.97,1.33,7.59,222,0.04,8,10,14,15.5539999
1499468400,0,0,114.09,114.09,28.88,0.05,1007,1.41,9.3,218,0.03,5,10,15,18.70499992
1499472000,0,0,113.81,113.81,29.32,0.06,1006.04,0.93,7.38,214,0.03,3,10,16,18.05800056
1499475600,0,0,112.98,112.98,29.79,0.06,1005.76,0.31,5.84,181,0.03,1,10,17,18.63999939
1499479200,0,0,110.44,110.44,29.98,0.06,1005.7,0.21,4.86,263,0.17,0,10,18,12.64599991
1499482800,0,0,107.77,107.77,32.08,0.07,1005.82,1.44,5.48,171,0.49,0,10,19,18.57999992
1499486400,0,0,105.58,105.58,35.28,0.09,1006.63,2.52,8.03,122,0.17,0,10,20,4.698999882
1499490000,0,0,104.49,104.49,37.05,0.1,1007.08,3.24,7.99,102,0.19,0,10,21,9.812000275
1499493600,0,0,101.34,101.34,38.11,0.11,1007.71,2.2,6.84,78,0.06,0,10,22,1.008000016
1499497200,0,0,98.28,98.28,38.98,0.13,1007.8,0.75,5.35,352,0.06,0,10,23,0
1499500800,0,0,95.57,95.57,37.91,0.14,1008.73,1.77,5.72,318,0.14,0,10,0,0
1499504400,0,0,93.67,93.67,38.54,0.15,1007.68,1.61,6.36,355,0.06,0,10,1,0
1499508000,0,0,92.89,92.89,39.06,0.15,1008.01,1.63,4.04,11,0.13,0,10,2,0
1499511600,0,0,91.47,91.47,39.61,0.16,1008.16,2.14,4.09,0,0.03,0,10,3,0
1499515200,0,0,88.43,88.43,39.54,0.18,1008.58,2.17,5.67,5,0,0,10,4,0
1499518800,0,0,89.68,89.68,40.02,0.18,1009.28,1.47,5.18,16,0.31,0,10,5,0
1499522400,0,0,92.75,92.75,41.42,0.17,1009.9,0.88,2.97,342,0.06,1,10,6,0
1499526000,0,0,97.7,97.7,42.48,0.15,1010.17,1.97,3.81,32,0.1,2,10,7,0
1499529600,0,0,100.47,100.47,42.35,0.14,1010.41,2.03,7.69,92,0.1,4,10,8,0
1499533200,0,0,104.04,104.04,41.34,0.12,1010.19,1.91,5.96,102,0.1,6,10,9,0.555000007
1499536800,0,0,106.46,106.46,40.95,0.11,1010.24,1.11,5.58,136,0.1,9,10,10,1.472000003
1499540400,0,0,108.55,108.55,39.57,0.1,1009.57,2.81,7.19,164,0.1,10,10,11,10.49800014
1499544000,0,0,110.6,110.6,39.1,0.09,1008.63,2.1,7.45,158,0.21,10,10,12,16.1779995
1499547600,0,0,111.7,111.7,38.28,0.09,1007.81,2.95,7.38,140,0.1,10,10,13,9.383999825
1499551200,0,0,111.05,111.05,37.83,0.09,1006.91,2.23,10.45,149,0.21,7,10,14,8.399999619
1499554800,0,0,109.86,109.86,37.79,0.09,1005.99,5.54,10.75,181,0.1,5,10,15,13.70199966
1499558400,0,0,108.39,108.39,38.19,0.09,1005.76,6.85,12.14,226,0.1,3,10,16,11.6590004
1499562000,0,0,107.85,107.85,39.06,0.1,1005.93,7.06,13.15,259,0.1,1,10,17,15.06299973
1499565600,0,0,106.29,106.29,40.55,0.11,1005.87,4.19,9.58,259,0.1,0,10,18,18.44799995
1499569200,0,0,103.77,103.77,41.96,0.12,1005.98,1.83,6.35,211,0.53,0,10,19,18.29400063
1499572800,0,0,101.33,101.33,43.07,0.14,1006.92,5.02,8.9,116,0.35,0,10,20,16.30150032
1499576400,0,0,99.92,99.92,45.85,0.16,1008.02,5.23,11.57,137,0.16,0,10,21,10.38000011
1499580000,0,0,97.27,97.27,48.24,0.19,1009.41,6.89,15.84,156,0.53,0,10,22,1.871999979
1499583600,0,0,95.77,95.77,51.45,0.23,1011.78,4.81,11.36,177,0.67,0,10,23,0
1499587200,0,0,93.39,93.39,50.6,0.24,1011.43,3.69,6.14,192,0.35,0,10,0,0
1499590800,0,0,92.22,92.22,51.18,0.25,1011.23,4.22,5.46,180,0.26,0,10,1,0
1499594400,0,0,91.46,91.46,52.6,0.27,1010.7,2.7,4.12,157,0.21,0,10,2,0
1499598000,0,0,89.82,89.82,52.58,0.28,1010.58,2.08,3.25,154,0.1,0,10,3,0
1499601600,0,0,89.07,89.07,52.64,0.29,1010.34,1.58,3.54,62,0.1,0,10,4,0
1499605200,0,0,89.3,89.3,52.72,0.29,1010.44,0.67,5.35,152,0.34,0,10,5,0
1499608800,0,0,90.59,90.59,52.14,0.27,1011.05,1.6,7.82,143,0.43,1,10,6,0
1499612400,0,0,91.96,91.96,53.68,0.28,1011.73,4.46,7.11,150,0.1,2,10,7,0
1499616000,0,0,93.82,93.82,53.95,0.26,1012.42,6.79,11.08,144,0.1,4,10,8,0
1499619600,0,0,94.93,94.93,53.62,0.25,1012.91,5.8,12.06,136,0.1,6,10,9,1.780499935
1499623200,0,0,97.2,97.2,53.7,0.23,1012.35,4.45,9.81,139,0.1,9,10,10,9.987999916
1499626800,0,0,98.78,98.78,53.87,0.22,1012.07,3.97,9.05,132,0.21,9,10,11,6.287000179
1499630400,0,0,99.58,99.58,53.81,0.22,1011.15,4.57,11.79,103,0.21,10,10,12,8.203000069
1499634000,0,0,101.96,101.96,53.16,0.2,1010.48,4.63,11.28,124,0.21,9,10,13,9.26099968
1499637600,0,0,103.15,103.15,53.1,0.19,1009.14,3.57,12.25,143,0.1,8,10,14,17.47299957
1499641200,0,0,103.81,103.81,52.43,0.18,1007.72,3.12,10.66,155,0.1,5,10,15,10.79300022
1499644800,0,0,103.71,103.71,51.88,0.18,1007.04,3.42,10.42,139,0.1,3,10,16,20.1989994
1499648400,0,0,102.93,102.93,50.18,0.17,1006.45,2.53,11.38,136,0.06,1,10,17,5.850999832
1499652000,0,0,101.82,101.82,50.4,0.18,1006.74,2.64,9.8,193,0.06,0,10,18,5.769999981
1499655600,0,0,99.63,99.63,50.42,0.19,1007.18,3.87,8.01,185,0.06,0,10,19,3.263999939
1499659200,0,0,96.82,96.82,50.13,0.21,1007.79,3.47,5.53,183,0.06,0,10,20,4.952000141
1499662800,0,0,95.73,95.73,49.83,0.21,1008.54,2.62,5.99,183,0.06,0,10,21,2.954999924
1499666400,0,0,94.25,94.25,50.59,0.23,1008.88,2.25,9.06,279,0.03,0,10,22,0.836000025
1499670000,0,0,92.31,92.31,51.53,0.25,1009.18,5.01,14.82,309,0.03,0,10,23,0
1499673600,0,0,90.17,90.17,52.59,0.28,1009.28,6.21,12.65,309,0.03,0,10,0,0
1499677200,0,0,89.78,89.78,51.53,0.27,1009.33,4.66,10.52,331,0.03,0,10,1,0
1499680800,0,0,88.57,88.57,52.6,0.29,1009.4,4.15,8.79,333,0,0,10,2,0
1499684400,0,0,86.24,86.24,52.82,0.32,1009.58,2.11,6.38,350,0,0,10,3,0
1499688000,0,0,84.87,84.87,52.35,0.33,1010.17,2.28,4.13,351,0,0,10,4,0
1499691600,0,0,84.65,84.65,53.05,0.34,1011.61,0.75,2.61,20,0,0,10,5,0
1499695200,0,0,85.89,85.89,53.31,0.33,1010.36,0.08,2.69,255,0.1,1,10,6,0
1499698800,0,0,89.79,89.79,53.45,0.29,1010.56,0.95,4.26,236,0.1,2,10,7,0
1499702400,0,0,93.07,93.07,53.9,0.27,1011.66,1.38,4.61,163,0.24,4,10,8,0
1499706000,0,0,95.53,95.53,54.43,0.25,1010.53,1.64,7.36,129,0.1,6,10,9,1.833999991
1499709600,0,0,98.14,98.14,53.39,0.23,1010.4,2.77,9.06,129,0.1,9,10,10,6.941999912
1499713200,0,0,100.67,100.67,52.19,0.2,1009.21,2.72,10.84,148,0.3,9,10,11,15.17000008
1499716800,0,0,102.61,102.61,51.58,0.18,1008.67,2.6,10.85,132,0.1,10,10,12,17.57900047
1499720400,0,0,100.87,100.87,53.64,0.21,1007.42,3.8,13.17,182,0.16,9,10,13,7.501999855
1499724000,0,0,97.76,97.76,53.32,0.23,1006.5,8.06,16.97,189,0.14,7,10,14,20.50499916
1499727600,0,0,97.5,97.5,53.19,0.23,1006.85,6.78,10.07,187,0.32,5,10,15,5.084000111
1499731200,0,0,98.05,98.05,51.79,0.21,1006.52,4.54,7.29,183,0.26,3,10,16,18.92000008
1499734800,0,0,98.96,98.96,50.44,0.2,1005.82,5.49,8.94,179,0.1,1,10,17,18.55200005
1499738400,0,0,98.34,98.34,50.46,0.2,1005.82,3.9,8.5,143,0.1,0,10,18,18.10900116
1499742000,0,0,96.08,96.08,50.95,0.22,1005.9,2.89,5.44,131,0.31,0,10,19,12.24199963
1499745600,0,0,93.45,93.45,52.18,0.25,1006.31,1.37,4.48,148,0.17,0,10,20,6.203999996
1499749200,0,0,91.64,91.64,52.33,0.26,1007.5,5.1,15.32,292,0.21,0,10,21,1.16050005
1499752800,0,0,90.65,90.65,52.28,0.27,1007.79,7.57,15.31,320,0.1,0,10,22,1.72300005
1499756400,0,0,88.63,88.63,52.04,0.29,1007.73,5.09,12.29,308,0.06,0,10,23,0
1499760000,0,0,87,87,52.22,0.3,1007.75,2.76,6.33,300,0.06,0,10,0,0
1499763600,0,0,86.2,86.2,51.96,0.31,1007.86,1.66,6.21,330,0.03,0,10,1,0
1499767200,0,0,83.69,83.69,52.54,0.34,1008.15,1.68,4.81,325,0.03,0,10,2,0
1499770800,0,0,82.67,82.67,53.5,0.37,1008.28,1.71,3.8,345,0.03,0,10,3,0
1499774400,0,0,81.36,81.36,52.91,0.37,1008.41,1.07,2.59,342,0,0,10,4,0
1499778000,0,0,81.1,81.1,53.11,0.38,1009.04,1.08,4.05,341,0.03,0,10,5,0
1499781600,0,0,84.14,84.14,53.51,0.35,1009.33,1.37,3.13,331,0.03,1,10,6,0
1499785200,0,0,88.46,88.46,54.13,0.31,1009.87,1.39,3.46,334,0.03,2,10,7,0
1499788800,0,0,92.38,92.38,53.96,0.27,1009.97,0.44,5.07,40,0.11,4,10,8,0
1499792400,0,0,94.55,94.55,54.04,0.26,1010.02,0.51,8.57,296,0.23,6,10,9,0.118333332
1499796000,0,0,95.93,95.93,53.33,0.24,1010.01,2.3,10.79,264,0.41,7,10,10,2.54399991
1499799600,0,0,97.1,97.1,52.81,0.23,1009.36,0.39,8.24,299,0.44,8,10,11,10.25399971
1499803200,0,0,99.56,99.56,51.26,0.2,1008.51,2.44,6.89,166,0.17,10,10,12,19.02300072
1499806800,0,0,101.65,101.65,51.18,0.19,1007.52,2.1,9.44,163,0.06,10,10,13,19.33499908
1499810400,0,0,102.27,102.27,51.15,0.18,1007.26,2.17,10.39,113,0.31,7,10,14,17.99099922
1499814000,0,0,100.92,100.92,50.4,0.19,1006.43,3.32,9.37,157,0.41,5,10,15,18.12514305
1499817600,0,0,100.49,100.49,50.96,0.19,1005.06,2.08,11.2,166,0.41,3,10,16,18.47500038
1499821200,0,0,100.99,100.99,49.13,0.18,1004.64,1.32,6.5,211,0.31,1,10,17,18.15299988
1499824800,0,0,99.2,99.2,50.17,0.19,1004.82,2.04,10.15,28,0.31,0,10,18,18.15299988
1499828400,0,0,96.63,96.63,49.56,0.2,1006.13,0.25,6.9,56,0.31,0,10,19,17.83300018
1499832000,0,0,94.26,94.26,50.03,0.22,1006.59,1.33,4.29,46,0.17,0,10,20,16.0795002
1499835600,0,0,92.73,92.73,48.93,0.23,1007.49,0.87,5.19,55,0.17,0,10,21,9.465000153
1499839200,0,0,91.51,91.51,48.74,0.23,1007.76,0.95,3.85,53,0.17,0,10,22,0.393999994
1499842800,0,0,90.05,90.05,47.41,0.23,1008.06,1.56,3.95,61,0.03,0,10,23,0
1499846400,0,0,87.1,87.1,49.02,0.27,1008.79,0.95,4.56,25,0,0,10,0,0
1499850000,0,0,85.06,85.06,48.29,0.28,1008.19,1.29,3.51,45,0.03,0,10,1,0
1499853600,0,0,84.11,84.11,48.06,0.29,1007.37,0.33,5.07,302,0.03,0,10,2,0
1499857200,0,0,82.84,82.84,49.29,0.31,1007.43,0.29,4.72,104,0.03,0,10,3,0
1499860800,0,0,81.53,81.53,49.55,0.33,1008.19,0.52,2.63,177,0.13,0,10,4,0
1499864400,0,0,81.7,81.7,49.96,0.33,1008.85,0.63,2.87,176,0.13,0,10,5,0
1499868000,0,0,83.97,83.97,51.9,0.33,1009.55,0.78,3.1,5,0.13,1,10,6,0
1499871600,0,0,89.05,89.05,52.29,0.29,1010.13,0.8,3.49,36,0.13,2,10,7,0
1499875200,0,0,91.97,91.97,53.16,0.27,1011.26,0.98,5.55,117,0.13,4,10,8,0
1499878800,0,0,93.86,93.86,52.84,0.25,1011.33,2.3,6.66,84,0.13,6,10,9,2.026000023
1499882400,0,0,98.64,98.64,51.9,0.21,1011.33,2.39,8.3,67,0.13,8,10,10,11.5996666
1499886000,0,0,100.66,100.66,50.25,0.19,1011.07,2.21,9.84,31,0.13,10,10,11,16.2840004
